0	0
1.429	0
1.23755	-0.7145
0.7145	-1.23755
-2.62503e-16	-1.429
-0.7145	-1.23755
-1.23755	-0.7145
-1.429	8.09606e-16
-1.23755	0.7145
-0.7145	1.23755
8.7501e-17	1.429
0.7145	1.23755
1.23755	0.7145
2.0006	0
1.73257	-1.0003
1.0003	-1.73257
-3.67504e-16	-2.0006
-1.0003	-1.73257
-1.73257	-1.0003
-2.0006	1.13345e-15
-1.73257	1.0003
-1.0003	1.73257
1.22501e-16	2.0006
1.0003	1.73257
1.73257	1.0003
2.80084	0
2.4256	-1.40042
1.40042	-2.4256
-5.14506e-16	-2.80084
-1.40042	-2.4256
-2.4256	-1.40042
-2.80084	1.58683e-15
-2.4256	1.40042
-1.40042	2.4256
1.71502e-16	2.80084
1.40042	2.4256
2.4256	1.40042
3.92118	0
3.39584	-1.96059
1.96059	-3.39584
-7.20308e-16	-3.92118
-1.96059	-3.39584
-3.39584	-1.96059
-3.92118	2.22156e-15
-3.39584	1.96059
-1.96059	3.39584
2.40103e-16	3.92118
1.96059	3.39584
3.39584	1.96059
5.48965	0
4.75417	-2.74482
2.74482	-4.75417
-1.00843e-15	-5.48965
-2.74482	-4.75417
-4.75417	-2.74482
-5.48965	3.11018e-15
-4.75417	2.74482
-2.74482	4.75417
3.36144e-16	5.48965
2.74482	4.75417
4.75417	2.74482
7.6855	0
6.65584	-3.84275
3.84275	-6.65584
-1.4118e-15	-7.6855
-3.84275	-6.65584
-6.65584	-3.84275
-7.6855	4.35425e-15
-6.65584	3.84275
-3.84275	6.65584
4.70601e-16	7.6855
3.84275	6.65584
6.65584	3.84275
10.7597	0
9.31818	-5.37985
5.37985	-9.31818
-1.97653e-15	-10.7597
-5.37985	-9.31818
-9.31818	-5.37985
-10.7597	6.09595e-15
-9.31818	5.37985
-5.37985	9.31818
6.58842e-16	10.7597
5.37985	9.31818
9.31818	5.37985
15.0636	0
13.0455	-7.53179
7.53179	-13.0455
-2.76714e-15	-15.0636
-7.53179	-13.0455
-13.0455	-7.53179
-15.0636	8.53434e-15
-13.0455	7.53179
-7.53179	13.0455
9.22379e-16	15.0636
7.53179	13.0455
13.0455	7.53179
21.089	0
18.2636	-10.5445
10.5445	-18.2636
-3.87399e-15	-21.089
-10.5445	-18.2636
-18.2636	-10.5445
-21.089	1.19481e-14
-18.2636	10.5445
-10.5445	18.2636
1.29133e-15	21.089
10.5445	18.2636
18.2636	10.5445
29.5246	0
25.5691	-14.7623
14.7623	-25.5691
-5.42359e-15	-29.5246
-14.7623	-25.5691
-25.5691	-14.7623
-29.5246	1.67273e-14
-25.5691	14.7623
-14.7623	25.5691
1.80786e-15	29.5246
14.7623	25.5691
25.5691	14.7623
41.3345	0
35.7967	-20.6672
20.6672	-35.7967
-7.59302e-15	-41.3345
-20.6672	-35.7967
-35.7967	-20.6672
-41.3345	2.34182e-14
-35.7967	20.6672
-20.6672	35.7967
2.53101e-15	41.3345
20.6672	35.7967
35.7967 20.6672
